Name Chr Start End EXcortical_polydT_0 EXcortical_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr3:80596458-80596460 chr3 80596458 80596460 2.262822661749916 2.9332886356017434 0.0 4.01854714064915
chr3:80596458-80596493 chr3 80596458 80596493 0.0 0.0 1.2364760432766615 0.0
chr3:80596460-80596465 chr3 80596460 80596465 0.0 2.5142474019443513 0.0 0.0
chr3:80596460-80596470 chr3 80596460 80596470 0.0 0.0 0.0 3.7094281298299845
chr3:80596460-80596474 chr3 80596460 80596474 1.8437814280925244 0.0 0.0 0.0
chr3:80596465-80596467 chr3 80596465 80596467 0.0 2.430439155212873 0.0 0.0
chr3:80596467-80596476 chr3 80596467 80596476 0.0 2.3466309084813948 0.0 0.0
chr3:80596470-80596486 chr3 80596470 80596486 0.0 0.0 0.0 3.400309119010819
chr3:80596474-80596494 chr3 80596474 80596494 1.759973181361046 0.0 0.0 0.0
chr3:80596476-80596477 chr3 80596476 80596477 0.0 2.179014415018438 0.0 0.0
chr3:80596477-80596483 chr3 80596477 80596483 0.0 2.0952061682869596 0.0 0.0
chr3:80596483-80596485 chr3 80596483 80596485 0.0 2.0113979215554814 0.0 0.0
chr3:80596485-80596486 chr3 80596485 80596486 0.0 1.9275896748240027 0.0 0.0
chr3:80596486-80596494 chr3 80596486 80596494 0.0 1.759973181361046 0.0 0.0
chr3:80596486-80596499 chr3 80596486 80596499 0.0 0.0 0.0 3.091190108191654
chr3:80596493-80596502 chr3 80596493 80596502 0.0 0.0 0.9273570324574961 0.0
chr3:80596494-80596495 chr3 80596494 80596495 0.0 1.6761649346295675 0.0 0.0
chr3:80596494-80596503 chr3 80596494 80596503 1.6761649346295675 0.0 0.0 0.0
chr3:80596495-80596497 chr3 80596495 80596497 0.0 1.5923566878980893 0.0 0.0
chr3:80596497-80596503 chr3 80596497 80596503 0.0 1.5085484411666108 0.0 0.0
chr3:80596499-80596507 chr3 80596499 80596507 0.0 0.0 0.0 2.7820710973724885
chr3:80596502-80596513 chr3 80596502 80596513 0.0 0.0 0.6182380216383307 0.0
chr3:80596503-80596507 chr3 80596503 80596507 0.0 1.2571237009721756 0.0 0.0
chr3:80596503-80596508 chr3 80596503 80596508 1.5085484411666108 0.0 0.0 0.0
chr3:80596507-80596508 chr3 80596507 80596508 0.0 1.089507207509219 0.0 0.0
chr3:80596507-80596509 chr3 80596507 80596509 0.0 0.0 0.0 2.472952086553323
chr3:80596508-80596510 chr3 80596508 80596510 0.0 1.0056989607777407 0.0 0.0
chr3:80596508-80596512 chr3 80596508 80596512 1.340931947703654 0.0 0.0 0.0
chr3:80596509-80596520 chr3 80596509 80596520 0.0 0.0 0.0 2.1638330757341575
chr3:80596510-80596512 chr3 80596510 80596512 0.0 0.9218907140462622 0.0 0.0
chr3:80596512-80596513 chr3 80596512 80596513 1.089507207509219 0.8380824673147838 0.0 0.0
chr3:80596513-80596515 chr3 80596513 80596515 0.0 0.9218907140462622 0.0 0.0
chr3:80596513-80596516 chr3 80596513 80596516 1.2571237009721756 0.0 0.0 0.0
chr3:80596513-80596518 chr3 80596513 80596518 0.0 0.0 0.9273570324574961 0.0
chr3:80596515-80596519 chr3 80596515 80596519 0.0 1.0056989607777407 0.0 0.0
chr3:80596516-80596519 chr3 80596516 80596519 1.340931947703654 0.0 0.0 0.0
chr3:80596518-80596521 chr3 80596518 80596521 0.0 0.0 1.2364760432766615 0.0
chr3:80596519-80596520 chr3 80596519 80596520 1.4247401944351326 1.089507207509219 0.0 0.0
chr3:80596520-80596521 chr3 80596520 80596521 0.0 1.1733154542406974 0.0 1.2364760432766615
chr3:80596520-80596524 chr3 80596520 80596524 1.340931947703654 0.0 0.0 0.0
chr3:80596521-80596524 chr3 80596521 80596524 0.0 1.089507207509219 0.9273570324574961 0.9273570324574961
chr3:80596524-80596526 chr3 80596524 80596526 0.0 1.5085484411666108 0.0 0.0
chr3:80596524-80596527 chr3 80596524 80596527 1.5923566878980893 0.0 0.0 1.8547140649149922
chr3:80596524-80596533 chr3 80596524 80596533 0.0 0.0 1.2364760432766615 0.0
chr3:80596526-80596528 chr3 80596526 80596528 0.0 1.6761649346295675 0.0 0.0
chr3:80596527-80596528 chr3 80596527 80596528 1.6761649346295675 0.0 0.0 0.0
chr3:80596527-80596540 chr3 80596527 80596540 0.0 0.0 0.0 1.545595054095827
chr3:80596528-80596529 chr3 80596528 80596529 1.4247401944351326 1.759973181361046 0.0 0.0
chr3:80596529-80596530 chr3 80596529 80596530 1.6761649346295675 2.0952061682869596 0.0 0.0
chr3:80596530-80596532 chr3 80596530 80596532 1.5923566878980893 2.262822661749916 0.0 0.0
chr3:80596532-80596533 chr3 80596532 80596533 1.9275896748240027 0.0 0.0 0.0
chr3:80596532-80596535 chr3 80596532 80596535 0.0 2.430439155212873 0.0 0.0
chr3:80596533-80596534 chr3 80596533 80596534 2.179014415018438 0.0 0.0 0.0
chr3:80596533-80596544 chr3 80596533 80596544 0.0 0.0 1.8547140649149922 0.0
chr3:80596534-80596535 chr3 80596534 80596535 2.262822661749916 0.0 0.0 0.0
chr3:80596535-80596537 chr3 80596535 80596537 2.3466309084813948 0.0 0.0 0.0
chr3:80596535-80596538 chr3 80596535 80596538 0.0 2.849480388870265 0.0 0.0
chr3:80596537-80596538 chr3 80596537 80596538 2.430439155212873 0.0 0.0 0.0
chr3:80596538-80596539 chr3 80596538 80596539 0.0 3.0170968823332216 0.0 0.0
chr3:80596538-80596540 chr3 80596538 80596540 2.5142474019443513 0.0 0.0 0.0
chr3:80596539-80596541 chr3 80596539 80596541 0.0 3.1847133757961785 0.0 0.0
chr3:80596540-80596541 chr3 80596540 80596541 2.59805564867583 0.0 0.0 0.0
chr3:80596540-80596542 chr3 80596540 80596542 0.0 0.0 0.0 1.2364760432766615
chr3:80596541-80596542 chr3 80596541 80596542 0.0 3.2685216225276568 0.0 0.0
chr3:80596541-80596543 chr3 80596541 80596543 2.7656721421387864 0.0 0.0 0.0
chr3:80596542-80596543 chr3 80596542 80596543 0.0 3.352329869259135 0.0 0.0
chr3:80596542-80596547 chr3 80596542 80596547 0.0 0.0 0.0 1.545595054095827
chr3:80596543-80596544 chr3 80596543 80596544 2.849480388870265 3.4361381159906137 0.0 0.0
chr3:80596544-80596545 chr3 80596544 80596545 2.7656721421387864 0.0 0.0 0.0
chr3:80596544-80596546 chr3 80596544 80596546 0.0 3.687562856185049 0.0 0.0
chr3:80596544-80596548 chr3 80596544 80596548 0.0 0.0 2.1638330757341575 0.0
chr3:80596545-80596547 chr3 80596545 80596547 2.849480388870265 0.0 0.0 0.0
chr3:80596546-80596547 chr3 80596546 80596547 0.0 3.8551793496480053 0.0 0.0
chr3:80596547-80596548 chr3 80596547 80596548 3.1847133757961785 3.938987596379484 0.0 1.8547140649149922
chr3:80596548-80596549 chr3 80596548 80596549 3.519946362722092 4.358028830036876 0.0 0.0
chr3:80596548-80596550 chr3 80596548 80596550 0.0 0.0 0.0 2.1638330757341575
chr3:80596548-80596552 chr3 80596548 80596552 0.0 0.0 2.472952086553323 0.0
chr3:80596549-80596550 chr3 80596549 80596550 3.938987596379484 4.6932618169627895 0.0 0.0
chr3:80596550-80596551 chr3 80596550 80596551 4.190412336573919 5.0284948038887025 0.0 2.472952086553323
chr3:80596551-80596552 chr3 80596551 80596552 4.609453570231311 5.531344284277573 0.0 0.0
chr3:80596551-80596553 chr3 80596551 80596553 0.0 0.0 0.0 3.091190108191654
chr3:80596552-80596553 chr3 80596552 80596553 4.944686557157224 6.285618504860879 2.1638330757341575 0.0
chr3:80596553-80596554 chr3 80596553 80596554 6.201810258129401 7.039892725444184 0.0 0.0
chr3:80596553-80596555 chr3 80596553 80596555 0.0 0.0 2.472952086553323 4.636785162287481
chr3:80596554-80596555 chr3 80596554 80596555 6.285618504860879 7.2913174656386195 0.0 0.0
chr3:80596555-80596556 chr3 80596555 80596556 6.5370432450553135 7.542742205833054 2.7820710973724885 5.255023183925811
chr3:80596556-80596557 chr3 80596556 80596557 6.788467985249749 7.961783439490446 0.0 0.0
chr3:80596556-80596558 chr3 80596556 80596558 0.0 0.0 3.091190108191654 5.873261205564142
chr3:80596557-80596558 chr3 80596557 80596558 7.039892725444184 8.213208179684882 0.0 0.0
chr3:80596558-80596559 chr3 80596558 80596559 7.961783439490446 8.464632919879316 0.0 0.0
chr3:80596558-80596560 chr3 80596558 80596560 0.0 0.0 0.0 6.800618238021638
chr3:80596558-80596561 chr3 80596558 80596561 0.0 0.0 3.400309119010819 0.0
chr3:80596559-80596560 chr3 80596559 80596560 9.051290646999664 9.386523633925579 0.0 0.0
chr3:80596560-80596561 chr3 80596560 80596561 10.39222259470332 10.224606101240363 0.0 7.109737248840804
chr3:80596561-80596562 chr3 80596561 80596562 12.152195776064366 12.487428762990278 0.0 0.0
chr3:80596561-80596569 chr3 80596561 80596569 0.0 0.0 0.0 7.727975270479134
chr3:80596561-80596574 chr3 80596561 80596574 0.0 0.0 5.564142194744977 0.0
chr3:80596562-80596563 chr3 80596562 80596563 12.403620516258801 0.0 0.0 0.0
chr3:80596562-80596564 chr3 80596562 80596564 0.0 12.655045256453235 0.0 0.0
chr3:80596563-80596564 chr3 80596563 80596564 12.487428762990278 0.0 0.0 0.0
chr3:80596564-80596566 chr3 80596564 80596566 12.655045256453235 12.822661749916191 0.0 0.0
chr3:80596566-80596567 chr3 80596566 80596567 0.0 12.90646999664767 0.0 0.0
chr3:80596566-80596568 chr3 80596566 80596568 12.822661749916191 0.0 0.0 0.0
chr3:80596567-80596568 chr3 80596567 80596568 0.0 12.99027824337915 0.0 0.0
chr3:80596568-80596569 chr3 80596568 80596569 0.0 13.157894736842106 0.0 0.0
chr3:80596568-80596571 chr3 80596568 80596571 12.99027824337915 0.0 0.0 0.0
chr3:80596569-80596571 chr3 80596569 80596571 0.0 13.49312772376802 0.0 0.0
chr3:80596569-80596573 chr3 80596569 80596573 0.0 0.0 0.0 7.418856259659969
chr3:80596571-80596572 chr3 80596571 80596572 13.074086490110627 0.0 0.0 0.0
chr3:80596571-80596573 chr3 80596571 80596573 0.0 13.576935970499498 0.0 0.0
chr3:80596572-80596573 chr3 80596572 80596573 13.157894736842106 0.0 0.0 0.0
chr3:80596573-80596574 chr3 80596573 80596574 13.241702983573584 13.660744217230976 0.0 0.0
chr3:80596573-80596580 chr3 80596573 80596580 0.0 0.0 0.0 7.727975270479134
chr3:80596574-80596575 chr3 80596574 80596575 13.40931947703654 13.744552463962455 0.0 0.0
chr3:80596574-80596578 chr3 80596574 80596578 0.0 0.0 5.873261205564142 0.0
chr3:80596575-80596576 chr3 80596575 80596576 13.660744217230976 0.0 0.0 0.0
chr3:80596575-80596577 chr3 80596575 80596577 0.0 13.912168957425411 0.0 0.0
chr3:80596576-80596577 chr3 80596576 80596577 13.912168957425411 0.0 0.0 0.0
chr3:80596577-80596578 chr3 80596577 80596578 14.079785450888368 14.079785450888368 0.0 0.0
chr3:80596578-80596579 chr3 80596578 80596579 14.163593697619847 14.331210191082803 0.0 0.0
chr3:80596578-80596583 chr3 80596578 80596583 0.0 0.0 6.182380216383308 0.0
chr3:80596579-80596580 chr3 80596579 80596580 14.582634931277239 14.666443178008716 0.0 0.0
chr3:80596580-80596581 chr3 80596580 80596581 0.0 14.917867918203152 0.0 0.0
chr3:80596580-80596582 chr3 80596580 80596582 14.666443178008716 0.0 0.0 0.0
chr3:80596580-80596591 chr3 80596580 80596591 0.0 0.0 0.0 7.109737248840804
chr3:80596581-80596582 chr3 80596581 80596582 0.0 15.00167616493463 0.0 0.0
chr3:80596582-80596583 chr3 80596582 80596583 0.0 15.169292658397588 0.0 0.0
chr3:80596582-80596584 chr3 80596582 80596584 14.834059671471673 0.0 0.0 0.0
chr3:80596583-80596585 chr3 80596583 80596585 0.0 15.420717398592021 0.0 0.0
chr3:80596583-80596590 chr3 80596583 80596590 0.0 0.0 6.491499227202473 0.0
chr3:80596584-80596585 chr3 80596584 80596585 14.917867918203152 0.0 0.0 0.0
chr3:80596585-80596586 chr3 80596585 80596586 0.0 15.839758632249413 0.0 0.0
chr3:80596585-80596587 chr3 80596585 80596587 15.00167616493463 0.0 0.0 0.0
chr3:80596586-80596588 chr3 80596586 80596588 0.0 15.923566878980893 0.0 0.0
chr3:80596587-80596588 chr3 80596587 80596588 15.085484411666108 0.0 0.0 0.0
chr3:80596588-80596589 chr3 80596588 80596589 15.169292658397588 16.09118337244385 0.0 0.0
chr3:80596589-80596590 chr3 80596589 80596590 15.253100905129065 16.258799865906806 0.0 0.0
chr3:80596590-80596591 chr3 80596590 80596591 0.0 16.426416359369764 6.800618238021638 0.0
chr3:80596590-80596593 chr3 80596590 80596593 15.336909151860544 0.0 0.0 0.0
chr3:80596591-80596592 chr3 80596591 80596592 0.0 16.761649346295677 7.109737248840804 0.0
chr3:80596591-80596594 chr3 80596591 80596594 0.0 0.0 0.0 7.418856259659969
chr3:80596592-80596593 chr3 80596592 80596593 0.0 17.01307408649011 0.0 0.0
chr3:80596592-80596594 chr3 80596592 80596594 0.0 0.0 7.727975270479134 0.0
chr3:80596593-80596594 chr3 80596593 80596594 15.58833389205498 0.0 0.0 0.0
chr3:80596593-80596595 chr3 80596593 80596595 0.0 17.09688233322159 0.0 0.0
chr3:80596594-80596595 chr3 80596594 80596595 15.839758632249413 0.0 0.0 8.0370942812983
chr3:80596594-80596596 chr3 80596594 80596596 0.0 0.0 8.0370942812983 0.0
chr3:80596595-80596596 chr3 80596595 80596596 16.00737512571237 17.264498826684548 0.0 8.346213292117465
chr3:80596596-80596597 chr3 80596596 80596597 0.0 17.851156553804895 0.0 0.0
chr3:80596596-80596600 chr3 80596596 80596600 16.174991619175326 0.0 0.0 0.0
chr3:80596596-80596601 chr3 80596596 80596601 0.0 0.0 0.0 8.964451313755795
chr3:80596596-80596602 chr3 80596596 80596602 0.0 0.0 8.346213292117465 0.0
chr3:80596597-80596598 chr3 80596597 80596598 0.0 17.767348307073416 0.0 0.0
chr3:80596598-80596601 chr3 80596598 80596601 0.0 18.018773047267853 0.0 0.0
chr3:80596600-80596601 chr3 80596600 80596601 16.426416359369764 0.0 0.0 0.0
chr3:80596601-80596602 chr3 80596601 80596602 16.51022460610124 18.437814280925245 0.0 0.0
chr3:80596601-80596605 chr3 80596601 80596605 0.0 0.0 0.0 9.582689335394127
chr3:80596602-80596603 chr3 80596602 80596603 16.677841099564198 18.6054307743882 0.0 0.0
chr3:80596602-80596616 chr3 80596602 80596616 0.0 0.0 8.65533230293663 0.0
chr3:80596603-80596604 chr3 80596603 80596604 0.0 18.52162252765672 0.0 0.0
chr3:80596603-80596605 chr3 80596603 80596605 16.761649346295677 0.0 0.0 0.0
chr3:80596604-80596605 chr3 80596604 80596605 0.0 18.6054307743882 0.0 0.0
chr3:80596605-80596606 chr3 80596605 80596606 17.18069057995307 18.68923902111968 0.0 9.891808346213292
chr3:80596606-80596607 chr3 80596606 80596607 17.432115320147503 0.0 0.0 0.0
chr3:80596606-80596609 chr3 80596606 80596609 0.0 18.773047267851158 0.0 0.0
chr3:80596606-80596610 chr3 80596606 80596610 0.0 0.0 0.0 10.200927357032457
chr3:80596607-80596608 chr3 80596607 80596608 17.767348307073416 0.0 0.0 0.0
chr3:80596608-80596609 chr3 80596608 80596609 18.186389540730808 0.0 0.0 0.0
chr3:80596609-80596610 chr3 80596609 80596610 18.354006034193766 18.856855514582637 0.0 0.0
chr3:80596610-80596611 chr3 80596610 80596611 18.437814280925245 18.940663761314113 0.0 0.0
chr3:80596610-80596612 chr3 80596610 80596612 0.0 0.0 0.0 11.128284389489954
chr3:80596611-80596612 chr3 80596611 80596612 18.773047267851158 19.10828025477707 0.0 0.0
chr3:80596612-80596614 chr3 80596612 80596614 19.10828025477707 19.359704994971505 0.0 0.0
chr3:80596612-80596616 chr3 80596612 80596616 0.0 0.0 0.0 11.437403400309119
chr3:80596614-80596615 chr3 80596614 80596615 19.275896748240026 19.694937981897418 0.0 0.0
chr3:80596615-80596616 chr3 80596615 80596616 0.0 19.611129735165942 0.0 0.0
chr3:80596615-80596617 chr3 80596615 80596617 19.359704994971505 0.0 0.0 0.0
chr3:80596616-80596617 chr3 80596616 80596617 0.0 19.694937981897418 0.0 0.0
chr3:80596616-80596618 chr3 80596616 80596618 0.0 0.0 8.346213292117465 12.055641421947449
chr3:80596617-80596618 chr3 80596617 80596618 0.0 19.862554475360376 0.0 0.0
chr3:80596617-80596619 chr3 80596617 80596619 19.443513241702984 0.0 0.0 0.0
chr3:80596618-80596619 chr3 80596618 80596619 0.0 20.365403955749247 0.0 0.0
chr3:80596618-80596620 chr3 80596618 80596620 0.0 0.0 0.0 12.364760432766616
chr3:80596618-80596624 chr3 80596618 80596624 0.0 0.0 8.65533230293663 0.0
chr3:80596619-80596620 chr3 80596619 80596620 19.527321488434463 20.61682869594368 0.0 0.0
chr3:80596620-80596621 chr3 80596620 80596621 0.0 20.70063694267516 0.0 12.673879443585781
chr3:80596620-80596622 chr3 80596620 80596622 19.694937981897418 0.0 0.0 0.0
chr3:80596621-80596622 chr3 80596621 80596622 0.0 21.035869929601073 0.0 0.0
chr3:80596621-80596626 chr3 80596621 80596626 0.0 0.0 0.0 13.292117465224111
chr3:80596622-80596623 chr3 80596622 80596623 19.862554475360376 21.119678176332553 0.0 0.0
chr3:80596623-80596624 chr3 80596623 80596624 20.030170968823334 0.0 0.0 0.0
chr3:80596623-80596626 chr3 80596623 80596626 0.0 21.371102916526986 0.0 0.0
chr3:80596624-80596625 chr3 80596624 80596625 20.19778746228629 0.0 8.964451313755795 0.0
chr3:80596625-80596626 chr3 80596625 80596626 20.449212202480727 0.0 0.0 0.0
chr3:80596625-80596627 chr3 80596625 80596627 0.0 0.0 9.273570324574962 0.0
chr3:80596626-80596627 chr3 80596626 80596627 21.035869929601073 21.538719409989945 0.0 0.0
chr3:80596626-80596628 chr3 80596626 80596628 0.0 0.0 0.0 14.219474497681608
chr3:80596627-80596628 chr3 80596627 80596628 21.287294669795507 22.20918538384177 9.582689335394127 0.0
chr3:80596628-80596629 chr3 80596628 80596629 21.371102916526986 22.29299363057325 9.273570324574962 14.528593508500773
chr3:80596629-80596630 chr3 80596629 80596630 21.873952396915858 23.29869259135099 0.0 16.0741885625966
chr3:80596629-80596636 chr3 80596629 80596636 0.0 0.0 9.891808346213292 0.0
chr3:80596630-80596631 chr3 80596630 80596631 22.37680187730473 23.88535031847134 0.0 16.383307573415763
chr3:80596631-80596632 chr3 80596631 80596632 22.460610124036204 24.38819979886021 0.0 0.0
chr3:80596631-80596635 chr3 80596631 80596635 0.0 0.0 0.0 17.001545595054097
chr3:80596632-80596633 chr3 80596632 80596633 22.879651357693596 25.142474019443515 0.0 0.0
chr3:80596633-80596635 chr3 80596633 80596635 22.963459604425076 25.31009051290647 0.0 0.0
chr3:80596635-80596636 chr3 80596635 80596636 23.047267851156555 25.39389875963795 0.0 0.0
chr3:80596635-80596639 chr3 80596635 80596639 0.0 0.0 0.0 17.31066460587326
chr3:80596636-80596637 chr3 80596636 80596637 23.131076097888034 25.477707006369428 10.200927357032457 0.0
chr3:80596637-80596638 chr3 80596637 80596638 0.0 25.39389875963795 0.0 0.0
chr3:80596637-80596639 chr3 80596637 80596639 23.214884344619513 0.0 0.0 0.0
chr3:80596637-80596642 chr3 80596637 80596642 0.0 0.0 10.510046367851622 0.0
chr3:80596638-80596640 chr3 80596638 80596640 0.0 25.645323499832383 0.0 0.0
chr3:80596639-80596641 chr3 80596639 80596641 23.29869259135099 0.0 0.0 17.619783616692427
chr3:80596640-80596641 chr3 80596640 80596641 0.0 25.81293999329534 0.0 0.0
chr3:80596641-80596642 chr3 80596641 80596642 23.71773382500838 26.39959772041569 0.0 0.0
chr3:80596641-80596643 chr3 80596641 80596643 0.0 0.0 0.0 17.92890262751159
chr3:80596642-80596643 chr3 80596642 80596643 23.969158565202818 26.567214213878646 10.819165378670789 0.0
chr3:80596643-80596644 chr3 80596643 80596644 24.136775058665773 26.81863895407308 11.128284389489954 0.0
chr3:80596643-80596647 chr3 80596643 80596647 0.0 0.0 0.0 18.238021638330757
chr3:80596644-80596645 chr3 80596644 80596645 24.472008045591686 27.740529668119343 0.0 0.0
chr3:80596644-80596654 chr3 80596644 80596654 0.0 0.0 12.055641421947449 0.0
chr3:80596645-80596646 chr3 80596645 80596646 0.0 27.9081461615823 0.0 0.0
chr3:80596645-80596647 chr3 80596645 80596647 24.723432785786123 0.0 0.0 0.0
chr3:80596646-80596649 chr3 80596646 80596649 0.0 28.075762655045256 0.0 0.0
chr3:80596647-80596650 chr3 80596647 80596650 24.807241032517602 0.0 0.0 0.0
chr3:80596647-80596654 chr3 80596647 80596654 0.0 0.0 0.0 18.547140649149924
chr3:80596649-80596650 chr3 80596649 80596650 0.0 28.327187395239694 0.0 0.0
chr3:80596650-80596651 chr3 80596650 80596651 24.974857525980557 28.41099564197117 0.0 0.0
chr3:80596651-80596652 chr3 80596651 80596652 25.142474019443515 28.49480388870265 0.0 0.0
chr3:80596652-80596653 chr3 80596652 80596653 25.226282266174994 0.0 0.0 0.0
chr3:80596652-80596654 chr3 80596652 80596654 0.0 28.578612135434128 0.0 0.0
chr3:80596653-80596654 chr3 80596653 80596654 25.477707006369428 0.0 0.0 0.0
chr3:80596654-80596655 chr3 80596654 80596655 0.0 28.83003687562856 0.0 18.238021638330757
chr3:80596654-80596656 chr3 80596654 80596656 25.561515253100907 0.0 0.0 0.0
chr3:80596654-80596659 chr3 80596654 80596659 0.0 0.0 12.364760432766616 0.0
chr3:80596655-80596656 chr3 80596655 80596656 0.0 29.081461615823 0.0 18.547140649149924
chr3:80596656-80596657 chr3 80596656 80596657 0.0 0.0 0.0 19.165378670788254
chr3:80596656-80596659 chr3 80596656 80596659 25.81293999329534 29.249078109285954 0.0 0.0
chr3:80596657-80596659 chr3 80596657 80596659 0.0 0.0 0.0 18.547140649149924
chr3:80597037-80597148 chr3 80597037 80597148 0.0 0.08380824673147838 0.0 0.0
chr3:80597618-80597711 chr3 80597618 80597711 0.08380824673147838 0.0 0.0 0.0
chr3:80597698-80597711 chr3 80597698 80597711 0.0 0.0 0.0 0.3091190108191654
chr3:80597710-80597711 chr3 80597710 80597711 0.0 0.08380824673147838 0.0 0.0
chr3:80597711-80597713 chr3 80597711 80597713 13.325511230305063 0.0 0.0 0.0
chr3:80597711-80597716 chr3 80597711 80597716 0.0 14.079785450888368 8.65533230293663 0.0
chr3:80597711-80597735 chr3 80597711 80597735 0.0 0.0 0.0 5.873261205564142
chr3:80597713-80597714 chr3 80597713 80597714 13.40931947703654 0.0 0.0 0.0
chr3:80597714-80597716 chr3 80597714 80597716 13.49312772376802 0.0 0.0 0.0
chr3:80597716-80597717 chr3 80597716 80597717 13.576935970499498 0.0 8.346213292117465 0.0
chr3:80597716-80597720 chr3 80597716 80597720 0.0 13.912168957425411 0.0 0.0
chr3:80597717-80597720 chr3 80597717 80597720 0.0 0.0 8.0370942812983 0.0
chr3:80597717-80597722 chr3 80597717 80597722 13.49312772376802 0.0 0.0 0.0
chr3:80597720-80597722 chr3 80597720 80597722 0.0 13.744552463962455 0.0 0.0
chr3:80597720-80597727 chr3 80597720 80597727 0.0 0.0 8.346213292117465 0.0
chr3:80597722-80597723 chr3 80597722 80597723 0.0 13.660744217230976 0.0 0.0
chr3:80597722-80597725 chr3 80597722 80597725 13.241702983573584 0.0 0.0 0.0
chr3:80597723-80597724 chr3 80597723 80597724 0.0 13.744552463962455 0.0 0.0
chr3:80597724-80597726 chr3 80597724 80597726 0.0 13.660744217230976 0.0 0.0
chr3:80597725-80597727 chr3 80597725 80597727 13.40931947703654 0.0 0.0 0.0
chr3:80597726-80597729 chr3 80597726 80597729 0.0 13.744552463962455 0.0 0.0
chr3:80597727-80597729 chr3 80597727 80597729 0.0 0.0 8.0370942812983 0.0
chr3:80597727-80597730 chr3 80597727 80597730 13.325511230305063 0.0 0.0 0.0
chr3:80597729-80597731 chr3 80597729 80597731 0.0 13.576935970499498 0.0 0.0
chr3:80597729-80597743 chr3 80597729 80597743 0.0 0.0 7.727975270479134 0.0
chr3:80597730-80597733 chr3 80597730 80597733 13.241702983573584 0.0 0.0 0.0
chr3:80597731-80597732 chr3 80597731 80597732 0.0 13.49312772376802 0.0 0.0
chr3:80597732-80597735 chr3 80597732 80597735 0.0 13.325511230305063 0.0 0.0
chr3:80597733-80597735 chr3 80597733 80597735 13.325511230305063 0.0 0.0 0.0
chr3:80597735-80597736 chr3 80597735 80597736 11.314113308749581 0.0 0.0 0.0
chr3:80597735-80597738 chr3 80597735 80597738 0.0 13.074086490110627 0.0 0.0
chr3:80597735-80597742 chr3 80597735 80597742 0.0 0.0 0.0 4.945904173106646
chr3:80597736-80597737 chr3 80597736 80597737 11.230305062018102 0.0 0.0 0.0
chr3:80597737-80597738 chr3 80597737 80597738 11.146496815286625 0.0 0.0 0.0
chr3:80597738-80597739 chr3 80597738 80597739 11.230305062018102 12.90646999664767 0.0 0.0
chr3:80597739-80597740 chr3 80597739 80597740 11.314113308749581 0.0 0.0 0.0
chr3:80597739-80597741 chr3 80597739 80597741 0.0 12.822661749916191 0.0 0.0
